Pin Designator,Net Name
1,VSS
2,read_enable
3,write_enable
4,VDD
5,bank1_addr[11]
6,bank1_addr[10]
7,bank1_addr[9]
8,bank1_addr[8]
9,bank1_addr[7]
10,bank1_addr[6]
11,bank1_addr[5]
12,bank1_addr[4]
13,bank1_addr[3]
14,bank1_addr[2]
15,bank1_addr[1]
16,VDD
17,NC
18,bank1_addr[0]
19,NC
20,NC
21,NC
22,VSS
23,VDD
24,VSS
25,VSS
26,VSEL_SL_1
27,VSEL_SL_0
28,VSEL_BL_1
29,NC
30,VSEL_BL_0
31,VREAD
32,VSEL_WL
